name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,available
Thee Bohemian BNB Astoria,Matt,Queens,Astoria,40.77126,-73.92088,Private room,60,1,54,16/06/2019,2.21,1,73
Cozy Getaway,Sueann,Staten Island,Tottenville,40.50873,-74.23914,Entire home/apt,85,2,49,01/07/2019,2.08,2,159
Spacious private room with private bathroom,FuKang,Queens,Fresh Meadows,40.73862,-73.79184,Private room,55,1,113,30/06/2019,4.44,3,137
Waterfront studio apartment 1 stop to Manhattan!,Garrett,Queens,Long Island City,40.74285,-73.95597,Entire home/apt,99,1,3,16/06/2017,0.12,1,0
King size room in foodie heaven!,Michael,Queens,Astoria,40.77084,-73.92601,Private room,65,21,0,,,1,0
"Great and Cozy 2 BR in Glendale ,Queens NY",Joanna,Queens,Glendale,40.70388,-73.88012,Entire home/apt,100,2,117,30/06/2019,5.33,1,3
"Beautiful, Comfortable Apt. in Convenient Location",Jose,Queens,Ozone Park,40.67488,-73.85568,Entire home/apt,110,3,81,30/06/2019,3.33,2,9
"Cozy Private Room in Astoria, near LGA and Midtown",Shampa,Queens,Astoria,40.76877,-73.91237,Private room,38,4,19,22/12/2017,0.75,2,188
Ms. Dee Cozy Bedroom you feel like home!! Room 2,Debra,Queens,Jamaica,40.68347,-73.79461,Private room,60,2,42,04/11/2018,1.65,2,0
Basic place :) Forest Hills Rego Park,Anthony,Queens,Forest Hills,40.72902,-73.8474,Entire home/apt,115,30,12,17/06/2018,0.47,1,66
Chic Clason Point Condo,Eliu,Bronx,Clason Point,40.80652,-73.85312,Entire home/apt,350,3,1,27/08/2018,0.09,1,0
Private room in 2br apartment near subway (train),Zakir And Shagraf,Queens,Flushing,40.75448,-73.82295,Private room,55,1,37,25/07/2018,1.46,1,0
The Absolute Best Location in NYC – Priv. Bedroom,Ben,Queens,Long Island City,40.74286,-73.95417,Private room,61,2,111,02/07/2019,4.46,1,109
Fully-furnished modern apartment,Kim,Bronx,Wakefield,40.90281,-73.85201,Entire home/apt,28,1,0,,,1,0
1BR/1BA in 2BR/2BA Flushing,Peter,Queens,Flushing,40.76796,-73.81732,Shared room,1000,1,0,,,1,0
JFK 10 & LGA 15 MINUTES AWAY A/C PRIVATE BEDROOM B,Gurpreet  Singh,Queens,Richmond Hill,40.69502,-73.8252,Private room,50,1,106,07/10/2018,4.15,5,0
12min to NY & 10min LGA/30min JFK w/Closet&heater,Lisa,Queens,Astoria,40.75539,-73.91311,Private room,39,1,4,02/01/2019,0.17,4,136
Convenient Home near train Subway & Airports,Sara,Queens,Richmond Hill,40.70288,-73.81955,Entire home/apt,104,2,78,26/06/2019,3.26,2,65
RJ's,Argelis,Bronx,Bronxdale,40.85168,-73.86659,Entire home/apt,100,7,0,,,1,180
纽约干净大房近地铁站,Ivy,Queens,Sunnyside,40.74242,-73.92597,Private room,40,10,1,15/02/2018,0.06,1,2
Amazing Private Bedroom-15min from the Manhattan!,Ed,Queens,Astoria,40.76169,-73.90819,Private room,49,1,6,06/05/2019,0.24,2,359
Modern Private Bedroom-15min from the Manhattan!,Ed,Queens,Astoria,40.76193,-73.9074,Private room,74,1,0,,,2,359
Home Oasis Home,David,Bronx,Longwood,40.8229,-73.90295,Entire home/apt,100,3,30,26/02/2018,1.18,1,0
"Cozy and comfortable bedroom in Astoria, Queens",Jorge,Queens,Astoria,40.7683,-73.9331,Private room,50,1,28,06/07/2019,1.5,1,175
Deluxe Room at Yankee Stadium- 20 mins to Midtown!,Sanyika,Bronx,Highbridge,40.82964,-73.92882,Private room,60,3,17,20/05/2019,0.67,2,66
VERY CLOSE MANHATTAN ( S ),Kathy,Queens,Elmhurst,40.74546,-73.88898,Private room,70,1,31,01/06/2019,1.23,2,89
Private 1 BR apt Astoria 3 stops from MidManhattan,Andy,Queens,Long Island City,40.75464,-73.91755,Entire home/apt,90,7,16,05/11/2018,0.69,1,62
Arverne by The Sea ~ Surf Ave Apt,Samantha,Queens,Arverne,40.58845,-73.79514,Entire home/apt,86,2,23,04/06/2019,2.06,1,20
Modern CoLiving at Ridgewood / shared room,Sergii,Queens,Ridgewood,40.70375,-73.90342,Shared room,30,30,1,15/12/2017,0.05,6,365
Room in Beautiful Beach Bungalow!,Jo,Queens,Far Rockaway,40.59326,-73.76037,Private room,40,1,33,23/05/2019,1.33,1,36
"Large room, very conveniently to train, bus, jfk#1",John,Queens,Richmond Hill,40.69142,-73.82039,Private room,40,2,13,31/05/2019,0.55,5,311
Brand New shared room in CoLiving (M and L trains),Sergii,Queens,Ridgewood,40.7033,-73.90812,Shared room,30,30,2,17/12/2017,0.08,6,365
Affordable master room near of LGA in Queens,Lucilu,Queens,Jackson Heights,40.75243,-73.89553,Private room,59,1,184,20/06/2019,7.84,2,30
Renovated Private Room in Ridgewood Coliving Space,Sergii,Queens,Ridgewood,40.70507,-73.90195,Shared room,55,30,2,28/10/2018,0.1,6,365
"SUNSHINE 2BR/2 bath 15min to Times Square, LIRR",Mamun,Queens,Woodside,40.74341,-73.90041,Entire home/apt,120,1,85,21/06/2019,3.37,2,340
"Private bedroom w/desk and fridge, close to JFK",Conrad,Queens,Cambria Heights,40.70133,-73.74212,Private room,60,1,2,27/07/2018,0.17,1,37
"Spacious, Sunny 1 Bedroom",Ninja,Queens,Kew Gardens Hills,40.7249,-73.82249,Entire home/apt,159,3,2,29/11/2017,0.08,1,0
Private room and shared living room,Amy,Queens,Woodside,40.74505,-73.89995,Private room,80,2,11,04/11/2018,0.45,1,10
our place short stay,Sandy,Bronx,Mott Haven,40.81023,-73.91926,Private room,70,1,0,,,1,87
"Heart of Bayside, modern 3 Bed 2 bath",Nancy,Queens,Bayside,40.76304,-73.76948,Entire home/apt,239,5,10,20/05/2019,0.46,1,188
Luxury 2bedroom with loft/ 2 bath,Nancy,Queens,Bayside,40.76143,-73.76937,Entire home/apt,200,4,27,30/06/2019,1.11,1,215
Large bedroom 20 minutes away from Manhattan,Colin,Queens,Astoria,40.76731,-73.92634,Private room,55,2,5,30/07/2017,0.21,1,0
Beautiful shared room in Modern CoLiving space,Valentin,Queens,Ridgewood,40.7061,-73.9115,Shared room,27,30,4,30/09/2018,0.18,4,6
Best CoLiving next to Bushwick!,Valentin,Queens,Ridgewood,40.70508,-73.90217,Shared room,26,31,5,04/05/2018,0.22,4,365
Heart Of Queens 2❤️❤️/ Jackson Heights/ Elmhurst,Andrea,Queens,Elmhurst,40.74741,-73.88149,Private room,85,1,92,20/06/2019,3.7,3,166
Beautiful Apartment with Manhattan view.,Joseph,Queens,Astoria,40.77705,-73.93443,Private room,69,1,68,22/06/2019,2.72,1,51
Bedroom in renovated apartment -Astoria,Rayan,Queens,Astoria,40.76012,-73.9092,Private room,45,10,17,07/05/2019,0.69,2,283
Huge sunny room PRIVATE BATHROOM 15 min 2 Times Sq,Doa,Queens,Sunnyside,40.74194,-73.91289,Private room,70,21,22,10/03/2019,1.02,1,0
Nice comfy private room with backyard included!,Tenzin,Queens,Maspeth,40.72815,-73.89945,Private room,70,1,0,,,1,0
Bright & lovely 1BD Apartment,Maria,Queens,Ridgewood,40.70684,-73.89474,Entire home/apt,80,7,2,03/01/2019,0.11,1,190
Super Cozy!,Lane,Queens,Ridgewood,40.69578,-73.90261,Private room,100,2,48,01/07/2019,1.96,2,174
a beautiful home,Louis,Staten Island,West Brighton,40.62398,-74.10801,Private room,200,3,0,,,1,365
"Sunny, spacious 1 bedroom apartment in Ridgewood!",Julia,Queens,Ridgewood,40.70545,-73.90393,Entire home/apt,100,4,7,14/01/2019,0.29,1,0
2 Large Bedroom Apt in quiet Forest Hills,Mike,Queens,Forest Hills,40.72428,-73.85156,Entire home/apt,100,2,0,,,1,0
1 bedroom apt,Andrea,Queens,Astoria,40.76473,-73.91183,Entire home/apt,199,1,5,17/12/2017,0.23,1,0
"HOTEL ROOM LIKE!!!   WITH AFFORDABLE RATE!!!   ""S”",Viviana,Queens,Woodhaven,40.68641,-73.86635,Private room,69,3,21,21/06/2019,0.85,9,357
New Tidy room separate entrance plus paid parking,Jimmy &Cindy,Queens,Flushing,40.75715,-73.81272,Private room,116,2,55,26/06/2019,2.19,10,361
Beautiful bedroom in Historic Forest Hills Gardens,Aaron,Queens,Forest Hills,40.71064,-73.84614,Private room,40,14,0,,,1,19
Blue Moon,Sonche,Queens,Sunnyside,40.74694,-73.9194,Entire home/apt,130,5,0,,,1,0
Oceanfront vacation home on Rockaway Beach,Jill,Queens,Arverne,40.58781,-73.79317,Entire home/apt,1500,3,0,,,1,342
Relaxing Room in a Spacious Artist Apartment,Gigi,Bronx,Morrisania,40.8329,-73.89608,Private room,60,5,4,29/07/2018,0.16,1,175
LARGE PRIVATE ROOM IN ASTORIA,Sofia,Queens,Astoria,40.77415,-73.93125,Private room,85,1,14,29/12/2018,0.76,2,6
Astoria home 2 living rooms/ 1 bedroom/1 bath,Bella,Queens,Astoria,40.76634,-73.90872,Entire home/apt,90,3,30,29/08/2018,1.24,1,0
Luxurious Country Beach Surf Loft,David,Queens,Neponsit,40.56931,-73.86122,Entire home/apt,274,2,34,09/06/2019,1.37,1,315
Astoria Two Bed and Kitchen Minutes from subway,Vik,Queens,Ditmars Steinway,40.77458,-73.92195,Entire home/apt,165,3,61,08/06/2019,2.46,5,62
Extra Large 1br in the heart of Astoria!,Kristin,Queens,Astoria,40.76272,-73.92656,Entire home/apt,150,7,1,12/09/2017,0.05,1,0
Room 12,Justine,Bronx,University Heights,40.85771,-73.90899,Private room,40,3,31,28/06/2019,1.26,5,362
Clean&Simple (45 minutes to Manhattan),Cynthia,Queens,Jamaica,40.68875,-73.78786,Entire home/apt,57,1,120,03/07/2019,5.37,2,56
Prolonged Traveler's Dream(a month first & more),Ikkyukim,Bronx,Hunts Point,40.81227,-73.88871,Private room,37,30,5,30/09/2018,0.37,6,329
Home Sweet Home,Tammie,Queens,Flushing,40.75532,-73.81074,Entire home/apt,85,3,37,28/08/2018,1.51,4,0
Lovely 2 Bedroom in Flushing Chinatown,Alan,Queens,Flushing,40.7593,-73.82329,Entire home/apt,115,30,4,12/11/2018,0.22,15,319
Sunny private apt 25 min from NYC,Shauna And Sarah,Queens,Woodside,40.7432,-73.91238,Entire home/apt,50,1,28,28/06/2019,1.14,1,13
Sunny modern apt w great view- 1 stop to Manhattan,Tia,Queens,Long Island City,40.74509,-73.94904,Entire home/apt,120,5,4,02/01/2019,0.32,1,7
Honeycomb hideout,Shoshannah,Bronx,Wakefield,40.90391,-73.85312,Entire home/apt,120,2,34,22/06/2019,1.42,1,77
One bedroom; private house; great location,Judy,Queens,Whitestone,40.78081,-73.82005,Private room,40,2,0,,,1,0
"JFK 10mins, LGA 15mins drive, Two Beds in a Room",Dr. Shirin,Queens,Briarwood,40.70962,-73.80616,Private room,70,1,32,01/07/2019,1.29,6,364
"2 beds in nice rooms, JFK&LGA 15 minutes",Dr. Shirin,Queens,Briarwood,40.70988,-73.80691,Private room,60,2,38,16/06/2019,1.53,6,365
upstairs single with queens bed and all decorative,Dr. Shirin,Queens,Briarwood,40.70848,-73.80607,Private room,70,1,22,30/09/2017,0.89,6,0
"Private room in charming, eclectic Flushing home",Laura,Queens,Flushing,40.75474,-73.82166,Private room,44,1,0,,,1,0
"Spacious, sunny and private BR in Woodside, Queens",Victoria,Queens,Woodside,40.74509,-73.89649,Private room,80,2,2,23/07/2017,0.08,1,0
Great space for 1 or 2 guests!,Zoilo,Queens,Astoria,40.76065,-73.90905,Entire home/apt,80,4,6,01/09/2018,0.48,1,0
"Bright, clean room in great location",Annesofie,Queens,Long Island City,40.74538,-73.94747,Private room,75,2,17,03/06/2018,0.68,1,0
Spotless Clean room private entrance  paid parking,Jim&Lisa,Queens,Flushing,40.75712,-73.8122,Private room,120,2,45,01/07/2019,1.87,6,365
Quiet and Sunny Astoria NYC apt,Jason,Queens,Astoria,40.75636,-73.927,Entire home/apt,70,30,10,21/08/2018,0.41,1,3
"Lovely room, close to all!",Maria,Queens,Maspeth,40.73832,-73.90669,Private room,45,2,41,01/07/2019,1.68,1,154
Private studio at a housework with backyard,Sherry,Queens,Maspeth,40.73519,-73.90271,Entire home/apt,88,3,7,13/04/2018,0.28,1,0
Gorgeous bedroom in the Heart of Bushwick!,Richard,Queens,Ridgewood,40.70234,-73.90815,Private room,49,6,12,20/05/2019,0.49,11,65
One Bedroom Apartment in NYC,Javier,Queens,Kew Gardens Hills,40.73307,-73.81868,Entire home/apt,150,1,16,28/06/2019,0.81,1,178
Clean Room,Meerim,Queens,Woodside,40.74374,-73.90387,Private room,59,1,0,,,1,0
"luxury, neat, minute fom trains",Ali,Bronx,Williamsbridge,40.88249,-73.86274,Private room,50,1,85,04/07/2019,3.43,1,328
Cozy Room in Astoria,James,Queens,Astoria,40.76488,-73.91813,Private room,166,1,8,05/10/2018,0.36,1,89
Nice small room NYC (5 min from LaGuardia Airport),Jhon,Queens,East Elmhurst,40.76523,-73.86966,Private room,40,1,16,20/11/2017,0.65,1,0
*DISCOUNTED RATES* PERFECT FOR THE WORLD TRAVELER,Aj,Queens,Long Island City,40.75132,-73.94236,Private room,135,3,17,20/12/2018,0.7,2,90
Newly Renovated 2BR private basement unit.,Michelle & Eddie,Queens,Elmhurst,40.739,-73.87609,Entire home/apt,120,2,82,05/07/2019,3.31,6,230
Entire Apartement in Queens!8min from Jfk,Balwinder,Queens,Richmond Hill,40.6839,-73.82444,Entire home/apt,79,1,272,07/07/2019,11.56,1,56
LUXURY APARTMENT 5 MIN TO LGA 20 TO JFK,Gonzalo,Queens,East Elmhurst,40.75765,-73.89725,Entire home/apt,250,1,62,01/07/2019,3.01,1,336
Hillside Hotel,Hillside Hotel,Queens,Briarwood,40.70454,-73.81549,Private room,93,1,2,23/07/2017,0.08,18,90
Private & Cozy Apartment - 5 Minutes from JFK !!,Victoria & Lovely,Queens,South Ozone Park,40.67,-73.79232,Entire home/apt,85,4,55,09/06/2019,2.48,1,69
HOUSE 2 ENTRANCES 2 KITCHEN 2 BATH 15min TO MANHTN,David,Queens,Forest Hills,40.73437,-73.8502,Entire home/apt,278,3,9,18/11/2018,0.39,6,0
HUGE   ROOM SEPARATE ENTRANCE 15 MIN TO MANHATTAN,David,Queens,Forest Hills,40.73321,-73.85058,Private room,75,2,1,04/09/2017,0.04,6,0
NYC Bronx cozy studio for relaxation and quiet,Daisy,Bronx,Schuylerville,40.83855,-73.83167,Entire home/apt,85,3,1,08/07/2018,0.08,1,0
Wonderful apartment in the center of Astoria!,Demetrios John,Queens,Astoria,40.76564,-73.9173,Private room,99,5,0,,,1,0
2 ROOMS SEPARATE ENTRANCE 15 MIN TO MANHATTAN,David,Queens,Forest Hills,40.73376,-73.85155,Private room,99,2,0,,,6,187
Comfy in Queens,Laura,Queens,Astoria,40.76248,-73.91686,Private room,60,2,1,05/07/2017,0.04,2,0
Private Bedroom in Beautiful Astoria Apt,Jonathan,Queens,Astoria,40.76386,-73.91475,Private room,60,2,3,18/08/2017,0.13,1,0
Quiet Sunnyside Gardens Studio,Maria,Queens,Sunnyside,40.7496,-73.91523,Entire home/apt,85,5,0,,,1,0
My Sweet Room,Vicky,Queens,Rego Park,40.73031,-73.86896,Entire home/apt,65,10,0,,,1,0
"LARGE 3 BEDROOMS UP TO 11 PEOPLE, 20 min TO MANHAT",Lucky Day,Queens,Rego Park,40.7306,-73.85903,Entire home/apt,248,3,17,04/06/2019,0.73,1,262
"Luxury House in Safe Area, 30 Min to Time Square",Igor,Queens,Forest Hills,40.71249,-73.85021,Private room,900,1,127,05/07/2019,5.37,1,296
1-Bdrm Newly Renovated Spacious Apartment,Nick,Staten Island,Great Kills,40.56251,-74.14781,Entire home/apt,91,30,61,10/06/2019,2.6,1,205
"Huge Apartment Near Subway, Quiet and Sunny!",Sasha,Bronx,Claremont Village,40.83625,-73.91079,Entire home/apt,127,90,4,12/12/2018,0.19,7,250
Appartement spacieux au cœur d'Astoria,Oceane,Queens,Ditmars Steinway,40.76944,-73.90751,Entire home/apt,119,1,1,09/07/2017,0.04,1,0
YANKEE STADIUM DOWNTOWN BRONX,Taina,Bronx,Concourse Village,40.83083,-73.91928,Private room,62,1,8,05/06/2019,0.67,1,175
Large window Private Room in Flushing Queens,Bing,Queens,Flushing,40.75221,-73.81533,Private room,60,1,32,30/06/2019,2.03,4,356
Modern 3 Bedroom 2 BATH! 18 min to Times Sq+More!,Sean,Queens,Woodside,40.74695,-73.90177,Entire home/apt,275,3,104,27/06/2019,4.29,1,293
Studio Apartment.,Jose,Queens,Ozone Park,40.67557,-73.85145,Private room,100,1,0,,,1,0
"SIMPLEHOME
Nothing fancy just quiet Place",Alona,Queens,Long Island City,40.75381,-73.92559,Entire home/apt,93,1,185,23/06/2019,7.64,2,73
Waterfront Private Bedroom & Private Bathroom.,Harry,Queens,Rockaway Beach,40.59046,-73.81481,Private room,150,2,29,07/07/2019,1.19,2,178
Rainbow 2,Novi,Queens,Rego Park,40.72885,-73.86759,Entire home/apt,49,7,23,04/07/2019,0.96,1,22
Nice and safe every thing near me,Gurdeep,Queens,Jackson Heights,40.75141,-73.8967,Private room,100,1,0,,,1,0
法拉盛(Flushing)独立出入Basement套房出租｡2房1卫 2Rooms/1Bath,Bing,Queens,Flushing,40.75388,-73.81561,Private room,54,1,70,01/07/2019,2.86,4,85
Spacious Sunny Room in Astoria :),Corinne,Queens,Astoria,40.76746,-73.9223,Private room,75,2,4,13/09/2017,0.17,1,0
"Quiet Full Bed, loft and couch",Adam,Queens,Ridgewood,40.69654,-73.90034,Private room,40,2,1,04/07/2017,0.04,1,0
30+ Day Stay -Cute Small House by a Beautiful Deck,Ali,Queens,Flushing,40.75745,-73.80823,Entire home/apt,138,6,20,13/05/2019,0.89,7,322
Habitación ubicada céntricamente en la ciudad.,Yaneli,Bronx,Fordham,40.86729,-73.89046,Private room,75,2,13,19/05/2019,0.57,1,364
"Sun filled 1 bedroom, 20 minutes from Manhattan",Linda,Queens,Astoria,40.77017,-73.92536,Private room,110,3,23,11/05/2019,1.03,1,0
30+Day: Fun 3 Bedroom (kids Favorite) Home by Deck,Ali,Queens,Flushing,40.75558,-73.81019,Entire home/apt,298,6,30,23/04/2019,1.34,7,174
30+Day Stay:Designer Sky Beautiful Loft (1000 sf),Ali,Queens,Flushing,40.7558,-73.80953,Entire home/apt,150,6,50,09/05/2019,2.27,7,343
30+Day Stay: New 3-4 Bedroom 4 Bath Apt by a Deck,Ali,Queens,Flushing,40.75572,-73.80791,Entire home/apt,398,5,48,19/06/2019,2.11,7,139
"Entire Apartment!! Free parking,30 min to Times Sq",Meera,Queens,East Elmhurst,40.75794,-73.8767,Entire home/apt,155,1,101,03/07/2019,4.12,1,308
"Simple Cost-friendly Private Room, FEMALES ONLY",Amanda,Bronx,Norwood,40.8774,-73.87537,Private room,29,2,1,16/07/2017,0.04,1,0
Cozy Apartment in a Private House,George,Queens,Jackson Heights,40.75382,-73.88231,Entire home/apt,150,2,21,02/07/2019,1.07,1,288
Bedroom #2 in Queens,Norma,Queens,Jamaica,40.68121,-73.76869,Private room,60,1,22,16/12/2018,0.99,2,177
Cute apartment in Sunnyside,Ellie,Queens,Sunnyside,40.73811,-73.92099,Entire home/apt,99,1,0,,,1,0
For the Wanderlust: Astoria Art-filled Apt,Giselle,Queens,Long Island City,40.76222,-73.92662,Entire home/apt,150,10,4,01/09/2017,0.17,1,0
"Comfortable,3 bedroom, 2bath home away from home",Michael & Sharon,Queens,Jamaica,40.69934,-73.78325,Entire home/apt,150,2,85,30/06/2019,3.52,1,132
"纽约三室一厅两全浴带独立厨房和停车位
Three-Room Two Bath and Parking",Mike,Queens,Flushing,40.76818,-73.8276,Entire home/apt,188,1,85,07/07/2019,3.52,1,151
Private Room for 1 with Balcony! (004),Simranjeet,Staten Island,Concord,40.60732,-74.08709,Private room,40,2,36,09/05/2019,1.6,7,286
Cozy 1 Bedroom at a Very Convenient Location!,Magdalena,Queens,Sunnyside,40.74266,-73.91884,Entire home/apt,140,2,4,01/01/2018,0.17,1,0
"Sparkling 2nd Flr Apt, Near JFK, LGA & NY City",Kay,Queens,Forest Hills,40.70838,-73.85156,Entire home/apt,105,2,60,28/06/2019,2.49,2,319
One stop to midtown Manhattan one stop to Brooklyn,Safiah,Queens,Long Island City,40.7451,-73.94951,Private room,75,1,5,28/09/2018,0.23,1,0
Spacious Prewar South Bronx Apartment,Anamaria,Bronx,Concourse,40.82153,-73.92683,Entire home/apt,140,2,2,09/08/2017,0.08,1,0
Big Private Studio one Subway stop from Manhattan,Lucia,Bronx,Mott Haven,40.81133,-73.92356,Entire home/apt,100,5,13,06/04/2019,0.58,2,14
Cozy bedroom in Forest Hills,Nadia,Queens,Forest Hills,40.71127,-73.84278,Private room,125,2,3,10/10/2018,0.13,3,364
Sunny and Cozy Apartment by the Beach,Maggie,Queens,Arverne,40.59044,-73.79179,Entire home/apt,60,1,53,30/06/2019,2.2,1,0
Private room at Stella's place,Stella,Bronx,Morris Park,40.85152,-73.86121,Private room,39,1,57,07/05/2019,2.38,3,39
Comfortable room in heart of Fresh Meadows,FuKang,Queens,Fresh Meadows,40.73754,-73.7913,Private room,60,1,34,03/07/2019,1.42,3,335
JFK 10 & LGA 15 minutes Single bed in the room,Dr. Shirin,Queens,Briarwood,40.70915,-73.80662,Private room,45,1,14,19/10/2017,0.58,6,0
Hunters Hideaway,Richard,Queens,Rockaway Beach,40.58573,-73.8137,Entire home/apt,142,2,11,20/05/2019,0.46,1,117
Queens Village Home with Parking.,Wiler,Queens,Queens Village,40.71833,-73.7507,Entire home/apt,125,2,49,10/06/2019,2.08,1,347
Room in basement apartment in Woodlawn,Yesenia,Bronx,Woodlawn,40.89785,-73.86977,Shared room,70,2,2,02/12/2018,0.11,2,0
Small room in Historical home on Staten Island,Reuben,Staten Island,Stapleton,40.63144,-74.07913,Private room,34,1,11,19/04/2019,0.65,4,78
"""The luxury of Comfort""",Kathy,Bronx,Riverdale,40.88671,-73.9151,Private room,2500,2,0,,,3,179
MJ house,Hannah M,Queens,Rosedale,40.65531,-73.7274,Private room,70,1,0,,,2,365
Entire Apt with City Skyline Views,Joanne,Queens,Sunnyside,40.7461,-73.92146,Entire home/apt,150,30,8,01/01/2018,0.35,2,0
"GardenViewApt 10min to Bushwick ArtScene,Food,Bars",Rebecca,Queens,Ridgewood,40.70499,-73.91304,Entire home/apt,95,3,0,,,1,0
The Historic Jackson Heights,Lilia,Queens,Jackson Heights,40.75091,-73.89304,Private room,62,2,55,11/06/2019,2.31,1,318
Rockaway Hideaway,Harry,Queens,Rockaway Beach,40.58891,-73.81578,Private room,110,1,34,01/07/2019,1.4,2,358
Enormous apartment with everything you need,Russell,Bronx,Claremont Village,40.83561,-73.91108,Entire home/apt,58,3,59,03/06/2019,2.89,1,42
Big Private Room in quite place with green view.,Ali,Queens,Sunnyside,40.74777,-73.91546,Private room,45,6,1,10/05/2019,0.5,1,14
Rockaway Beach Oasis,Annelise,Queens,Rockaway Beach,40.59093,-73.81238,Entire home/apt,140,2,9,14/06/2019,0.38,1,36
Large beautiful room in luxury building with view,Candelyn,Queens,Long Island City,40.74515,-73.95583,Private room,150,3,0,,,1,0
SPOTLESS  bedroom separate entrance  paid parking.,Jimmy &Cindy,Queens,Flushing,40.75786,-73.8123,Private room,48,2,54,01/07/2019,2.28,10,360
Cozy Inn,Tyeesha,Bronx,Morris Heights,40.85167,-73.92144,Private room,50,1,0,,,1,363
Private and Comfortable bedroom,Marta,Queens,Richmond Hill,40.70008,-73.83344,Private room,60,7,53,28/06/2019,2.24,1,335
Large bayfront Apt in Rockaway Beach,Alexa,Queens,Rockaway Beach,40.59106,-73.8113,Entire home/apt,108,4,20,01/07/2019,0.85,1,329
Small cozy furnished bedroom in Sunnyside Queens,Victor-Andres,Queens,Sunnyside,40.7362,-73.91783,Private room,30,2,6,23/06/2018,0.42,1,0
